description,code
"at world coordinates (x:140, y:55)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""140"" y=""55"" z=""0"" h=""3.14159265359"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:92.5, y:91)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""92.5"" y=""91"" z=""0.2"" h=""-1.56"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:-9.4, y:-152.8)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""-9.4"" y=""-152.8"" z=""0.5"" h=""1.57079632679"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:-9.4, y:-71.0)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""-9.4"" y=""-71.0"" z=""0.5"" h=""1.57079632679"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:-8.2, y:29.2)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""-8.2"" y=""29.2"" z=""0.5"" h=""1.57079632679"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 48.58m on right lane 1 of road 4,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""4"" laneId=""-1"" s=""48.58"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:190, y:133)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""190"" y=""133"" z=""0"" h=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:92.44, y:314)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""92.44"" y=""314"" z=""0"" h=""-1.5707963267948966"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:90, y:308)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""90"" y=""308"" z=""0.0"" h=""-1.57079632679"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:95, y:298)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""95"" y=""298"" z=""0.3"" h=""1.57079632679"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:91, y:288)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""91"" y=""288"" z=""0.3"" h=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:93, y:278)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""93"" y=""278"" z=""0.0"" h=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:91, y:268)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""91"" y=""268"" z=""0.0"" h=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 98.58m longitudinally and 2.75m laterally on road 4,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoadPosition roadId=""4"" s=""98.58"" t=""2.75"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at -25m longitudinally and 0m laterally relative to hero,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeRoadPosition entityRef=""hero"" ds=""-25"" dt=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 80.0m on lane $EgoVehicle_StartLane of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$EgoVehicle_StartLane"" offset=""0.0"" s=""80.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $ChallengingVehicle_StartDistance_Relativem longitudinally and 0 lanes laterally from EgoVehicle's lane,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""EgoVehicle"" dLane=""0"" ds=""$ChallengingVehicle_StartDistance_Relative"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $ChallengingVehicle_StartDistance_Relativem longitudinally and $ChallengingVehicle_StartLane_Relative lanes laterally from EgoVehicle's lane (lateral offset $ChallengingVehicle_StartLaneOffsetm),"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""EgoVehicle"" dLane=""$ChallengingVehicle_StartLane_Relative"" ds=""$ChallengingVehicle_StartDistance_Relative"" offset=""$ChallengingVehicle_StartLaneOffset"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 50.0m on lane $EgoVehicle_StartLane of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$EgoVehicle_StartLane"" offset=""0"" s=""50.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 200.0m on right lane 3 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-3"" s=""200.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 200.0m on right lane 2 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-2"" s=""200.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 500.0m on left lane 1 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""1"" s=""500.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 530.0m on left lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""2"" s=""530.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoSm on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0"" s=""$EgoS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetSm on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0"" s=""$TargetS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoSm on right lane 1 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-1"" offset=""0"" s=""$EgoS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetSm on right lane 1 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-1"" offset=""0"" s=""$TargetS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $TargetSm on left lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""1"" offset=""0"" s=""$TargetS"">
        <Orientation type=""relative"" h=""3.141593"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
along the trajectory 'bicycle_trajectory' passing through [at 100.0m on right lane 1 of road 1 -> at 120.0m on right lane 1 of road 1 -> at 125.0m on right lane 1 of road 1 -> at 130.0m on right lane 1 of road 1 -> at 130.0m on right lane 1 of road 1],"<PrivateAction>
  <RoutingAction>
    <FollowTrajectoryAction>
      <Trajectory closed=""false"" name=""bicycle_trajectory"">
        <ParameterDeclarations />
        <Shape>
          <Polyline>
            <Vertex time=""0"">
              <Position>
                <LanePosition roadId=""1"" laneId=""-1"" s=""100.0"">
                  <Orientation type=""relative"" r=""0.0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""2"">
              <Position>
                <LanePosition roadId=""1"" laneId=""-1"" s=""120.0"">
                  <Orientation type=""relative"" r=""0.0"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""2.5"">
              <Position>
                <LanePosition roadId=""1"" laneId=""-1"" s=""125.0"">
                  <Orientation type=""relative"" r=""1.5"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""3.5"">
              <Position>
                <LanePosition roadId=""1"" laneId=""-1"" s=""130.0"">
                  <Orientation type=""relative"" r=""1.5"" />
                </LanePosition>
              </Position>
            </Vertex>
            <Vertex time=""4"">
              <Position>
                <LanePosition roadId=""1"" laneId=""-1"" s=""130.0"">
                  <Orientation type=""relative"" r=""1.5"" />
                </LanePosition>
              </Position>
            </Vertex>
          </Polyline>
        </Shape>
      </Trajectory>
      <TimeReference>
        <Timing domainAbsoluteRelative=""relative"" offset=""0"" scale=""1"" />
      </TimeReference>
      <TrajectoryFollowingMode followingMode=""follow"" />
    </FollowTrajectoryAction>
  </RoutingAction>
</PrivateAction>"
at 20m on right lane 1 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-1"" offset=""0"" s=""20"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoStartSm on right lane 3 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-3"" offset=""0"" s=""$EgoStartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 25m on right lane 2 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-2"" offset=""0"" s=""25"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 50m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0"" s=""50"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at -20m longitudinally and 3.1m laterally relative to Ego,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeRoadPosition entityRef=""Ego"" ds=""-20"" dt=""3.1"">
        <Orientation type=""absolute"" h=""0"" />
      </RelativeRoadPosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at 1m on right lane 3 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition laneId=""-3"" offset=""0"" roadId=""0"" s=""1"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 1m on right lane 2 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition laneId=""-2"" offset=""0"" roadId=""0"" s=""1"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 50.0m longitudinally and -1.5m laterally on road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoadPosition roadId=""1"" s=""50.0"" t=""-1.5"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 10.0m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0.0"" s=""10.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 40m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" s=""40"" offset=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 75m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" s=""75"" offset=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 0.0m longitudinally and -0.6m laterally relative to Target,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeObjectPosition entityRef=""Target"" dx=""0.0"" dy=""-0.6"" dz=""0.2"">
        <Orientation type=""relative"" h=""1.57"" />
      </RelativeObjectPosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at 150m on right lane 1 of road 1 (lateral offset -2m),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""-2"" s=""150"">
        <Orientation type=""relative"" h=""0.1"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at 10.0m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" s=""10.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 130.0m on right lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-2"" offset=""0.0"" s=""130.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 70.0m on right lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-2"" offset=""0.0"" s=""70.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 20.0m on right lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-2"" offset=""0.0"" s=""20.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 60.0m on right lane 1 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-1"" offset=""0.0"" s=""60.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 10.0m on right lane 1 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-1"" offset=""0.0"" s=""10.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 18.0m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0.0"" s=""18.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 120.0m on right lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-2"" offset=""0.0"" s=""120.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 100.0m on right lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-2"" offset=""0.0"" s=""100.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 83.0m on right lane 2 of road 2,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""2"" laneId=""-2"" offset=""0.0"" s=""83.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 300m on left lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""1"" offset=""0"" s=""300"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoStartSm on right lane 1 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-1"" offset=""0"" s=""$EgoStartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 350m on left lane 1 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""1"" offset=""0"" s=""350"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 370m on right lane 1 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-1"" offset=""0"" s=""370"">
        <Orientation type=""relative"" h=""3.1415"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoStartSm on left lane 3 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""3"" offset=""0"" s=""$EgoStartS"">
        <Orientation type=""relative"" h=""3.14159"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at -30m longitudinally and -1 lanes laterally from Ego's lane,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RelativeLanePosition entityRef=""Ego"" dLane=""-1"" ds=""-30"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoStartSm on left lane 3 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""3"" offset=""0"" s=""$EgoStartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
along the predefined route 'HostStraightRoute' from RoutesAtFabriksgatan,"<PrivateAction>
  <RoutingAction>
    <AssignRouteAction>
      <CatalogReference catalogName=""RoutesAtFabriksgatan"" entryName=""HostStraightRoute"" />
    </AssignRouteAction>
  </RoutingAction>
</PrivateAction>"
at 0m on left lane 1 in the predefined route 'HostStraightRoute' from RoutesAtFabriksgatan,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RoutesAtFabriksgatan"" entryName=""HostStraightRoute"" />
        </RouteRef>
        <InRoutePosition>
          <FromLaneCoordinates pathS=""0"" laneId=""1"" />
        </InRoutePosition>
      </RoutePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
along the predefined route 'TargetLeftTurnRoute' from RoutesAtFabriksgatan,"<PrivateAction>
  <RoutingAction>
    <AssignRouteAction>
      <CatalogReference catalogName=""RoutesAtFabriksgatan"" entryName=""TargetLeftTurnRoute"" />
    </AssignRouteAction>
  </RoutingAction>
</PrivateAction>"
at $NPCStartPointSm on right lane 1 in the predefined route 'TargetLeftTurnRoute' from RoutesAtFabriksgatan,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RoutesAtFabriksgatan"" entryName=""TargetLeftTurnRoute"" />
        </RouteRef>
        <InRoutePosition>
          <FromLaneCoordinates pathS=""$NPCStartPointS"" laneId=""-1"" />
        </InRoutePosition>
      </RoutePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
"at world coordinates (x:1.8, y:-358)","<PrivateAction>
  <TeleportAction>
    <Position>
      <WorldPosition x=""1.8"" y=""-358"" z=""0"" h=""1.57"" p=""0"" r=""0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 15m on left lane 3 of road 0 (lateral offset 0.5m),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition laneId=""3"" offset=""0.5"" roadId=""0"" s=""15"">
        <Orientation type=""relative"" h=""0"" p=""0"" r=""0"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
along the predefined route 'ComplexRoute' from RoutesAtMultiIntersections,"<PrivateAction>
  <RoutingAction>
    <AssignRouteAction>
      <CatalogReference catalogName=""RoutesAtMultiIntersections"" entryName=""ComplexRoute"" />
    </AssignRouteAction>
  </RoutingAction>
</PrivateAction>"
at 20m on left lane 1 in the predefined route 'ComplexRoute' from RoutesAtMultiIntersections,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RoutesAtMultiIntersections"" entryName=""ComplexRoute"" />
        </RouteRef>
        <InRoutePosition>
          <FromLaneCoordinates pathS=""20"" laneId=""1"" />
        </InRoutePosition>
      </RoutePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at 200m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0"" s=""200"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 10m on right lane 1 of road 1,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""0"" s=""10"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 10m on right lane 1 of road 1 (lateral offset 3.07m),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""1"" laneId=""-1"" offset=""3.07"" s=""10"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 30m on left lane 1 of road 242,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition laneId=""1"" offset=""0"" roadId=""242"" s=""30"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 300m on right lane 3 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-3"" offset=""0"" s=""300"">
        <Orientation type=""relative"" h=""0"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at $EgoStartSm on lane $EgoLaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$EgoLaneId"" offset=""0"" s=""$EgoStartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $NPC1StartSm on lane $NPC1LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$NPC1LaneId"" offset=""0"" s=""$NPC1StartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $NPC2StartSm on lane $NPC2LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$NPC2LaneId"" offset=""0"" s=""$NPC2StartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $NPC3StartSm on lane $NPC3LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$NPC3LaneId"" offset=""0"" s=""$NPC3StartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $NPC4StartSm on lane $NPC4LaneId of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""$NPC4LaneId"" offset=""0"" s=""$NPC4StartS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $MS1EgoSm on right lane 5 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-5"" offset=""0"" s=""$MS1EgoS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at $MS2EgoSm on right lane 5 of road 0,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""0"" laneId=""-5"" offset=""0"" s=""$MS2EgoS"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
along the predefined route 'HostStraightRoute' from RoutesAtMultiIntersections,"<PrivateAction>
  <RoutingAction>
    <AssignRouteAction>
      <CatalogReference catalogName=""RoutesAtMultiIntersections"" entryName=""HostStraightRoute"" />
    </AssignRouteAction>
  </RoutingAction>
</PrivateAction>"
at $HostStartSm on left lane 1 in the predefined route 'HostStraightRoute' from RoutesAtMultiIntersections,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RoutesAtMultiIntersections"" entryName=""HostStraightRoute"" />
        </RouteRef>
        <InRoutePosition>
          <FromLaneCoordinates pathS=""$HostStartS"" laneId=""1"" />
        </InRoutePosition>
      </RoutePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
along the predefined route 'TargetStraightLeftToRight' from RoutesAtMultiIntersections,"<PrivateAction>
  <RoutingAction>
    <AssignRouteAction>
      <CatalogReference catalogName=""RoutesAtMultiIntersections"" entryName=""TargetStraightLeftToRight"" />
    </AssignRouteAction>
  </RoutingAction>
</PrivateAction>"
at $TargetStartSm on left lane 1 in the predefined route 'TargetStraightLeftToRight' from RoutesAtMultiIntersections,"<PrivateAction>
  <TeleportAction>
    <Position>
      <RoutePosition>
        <RouteRef>
          <CatalogReference catalogName=""RoutesAtMultiIntersections"" entryName=""TargetStraightLeftToRight"" />
        </RouteRef>
        <InRoutePosition>
          <FromLaneCoordinates pathS=""$TargetStartS"" laneId=""1"" laneOffset=""-1.0"" />
        </InRoutePosition>
      </RoutePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
along the route 'MyRoute' passing through [at 11m on right lane 1 of road 3 -> at 200m on left lane 1 of road 2],"<PrivateAction>
  <RoutingAction>
    <AssignRouteAction>
      <Route name=""MyRoute"" closed=""false"">
        <Waypoint routeStrategy=""shortest"">
          <Position>
            <LanePosition roadId=""3"" laneId=""-1"" offset=""0.0"" s=""11"" />
          </Position>
        </Waypoint>
        <Waypoint routeStrategy=""shortest"">
          <Position>
            <LanePosition roadId=""2"" laneId=""1"" offset=""0.0"" s=""200"" />
          </Position>
        </Waypoint>
      </Route>
    </AssignRouteAction>
  </RoutingAction>
</PrivateAction>"
at 10m on right lane 1 of road 3,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""3"" laneId=""-1"" offset=""0"" s=""10"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
at 113m on right lane 3 of road 3 (lateral offset 0.5m),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""3"" laneId=""-3"" offset=""0.5"" s=""113"">
        <Orientation type=""relative"" h=""1.93"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at 110m on left lane 3 of road 3 (lateral offset -0.5m),"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""3"" laneId=""3"" offset=""-0.5"" s=""110"">
        <Orientation type=""relative"" h=""1.57"" />
      </LanePosition>
    </Position>
  </TeleportAction>
</PrivateAction>"
at 100.0m on left lane 1 of road 209,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""209"" laneId=""1"" s=""100.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
heading towards 50m on right lane 1 of road 197,"<PrivateAction>
  <RoutingAction>
    <AcquirePositionAction>
      <Position>
        <LanePosition roadId=""197"" laneId=""-1"" offset=""0"" s=""50"" />
      </Position>
    </AcquirePositionAction>
  </RoutingAction>
</PrivateAction>"
at 30.0m on left lane 1 of road 196,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""196"" laneId=""1"" s=""30.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
heading towards 50m on right lane 1 of road 209,"<PrivateAction>
  <RoutingAction>
    <AcquirePositionAction>
      <Position>
        <LanePosition roadId=""209"" laneId=""-1"" offset=""0"" s=""50"" />
      </Position>
    </AcquirePositionAction>
  </RoutingAction>
</PrivateAction>"
at 100.0m on left lane 2 of road 202,"<PrivateAction>
  <TeleportAction>
    <Position>
      <LanePosition roadId=""202"" laneId=""2"" s=""100.0"" offset=""0.0"" />
    </Position>
  </TeleportAction>
</PrivateAction>"
